metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RATE-500-0p03-FULL_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,372.13597618739277
intercept_N,-34.32168485395203
