metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-SURFACE-500-S260_thermo.csv
rows,601
peak_top_force_N,18.752348
peak_top_force_displacement_mm,0.2945
peak_bottom_force_N,18.217652
peak_bottom_force_displacement_mm,0.2945
final_intact_bonds,4192.0
final_broken_bonds,743.0
first_break_displacement_mm,0.0915
first_break_step,183000.0
