metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RES-1000_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,413.30526685617974
intercept_N,-40.00429501695299
