metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-WB-05-tilt_xz-bulk64p328-weak16p082_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,512.5486382877848
intercept_N,-51.42790255744877
