metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CAL1-orient-tilt_thermo.csv
rows,601
peak_top_force_N,14.52344
peak_top_force_displacement_mm,0.179
peak_bottom_force_N,14.076305
peak_bottom_force_displacement_mm,0.179
final_intact_bonds,5426.0
final_broken_bonds,452.0
first_break_displacement_mm,0.104
first_break_step,208000.0
