pebble_id,initial_x,initial_y,initial_z,initial_radius_xy,height_bin,event_count,total_new_broken_bonds,first_event_timestep,first_event_top_displacement_mm,first_event_force_N,last_event_top_displacement_mm
1,-0.00152199,0.00203505,0.00049962,0.0025412363256100364,1,0,0,,,,
2,0.000491,-0.00458082,0.000499644,0.004607059026363783,1,0,0,,,,
3,0.00474704,0.00118572,0.000499657,0.004892884699234185,1,0,0,,,,
4,0.00232843,-0.0025709,0.000499662,0.003468589493569396,1,0,0,,,,
5,-0.0040214,-9.96155e-05,0.000499671,0.004022633615908892,1,0,0,,,,
6,-0.00265503,0.0028183,0.000499678,0.003871950308423392,1,0,0,,,,
7,-0.000474532,-0.00117697,0.000499684,0.001269030732458438,1,0,0,,,,
8,0.00165859,0.00115425,0.000499684,0.0020206963776381644,1,0,0,,,,
9,0.000166199,-0.00300547,0.000499689,0.0030100617981199326,1,0,0,,,,
10,-0.00500015,-0.00363086,0.00049969,0.006179372489347118,1,0,0,,,,
11,0.00177023,0.000160616,0.000499702,0.0017775015477787916,1,0,0,,,,
12,0.00500011,-0.00438107,0.000499708,0.0066479225594918,1,0,0,,,,
13,0.00173307,0.00499749,0.000499718,0.0052894648051575125,1,0,0,,,,
14,0.000684502,-0.00107891,0.000499722,0.0012777283655394053,1,0,0,,,,
15,-0.00424756,0.00498519,0.000499722,0.006549342355511734,1,0,0,,,,
16,0.00499985,-0.00103667,0.000499725,0.0051061908220707925,1,0,0,,,,
17,-0.00088188,0.00493962,0.000499726,0.005017724392471152,1,0,0,,,,
18,0.000488546,-0.00205927,0.000499729,0.0021164286255425675,1,0,0,,,,
19,-0.00312004,-0.00404687,0.000499741,0.005109971271788131,1,0,0,,,,
20,-0.000305874,0.00412244,0.000499744,0.00413377194067065,1,0,0,,,,
21,-0.000572984,0.00264636,0.000499753,0.0027076801720025945,1,0,0,,,,
22,0.00148646,-0.00199612,0.000499755,0.0024887865288127867,1,0,0,,,,
23,0.00284995,0.00300725,0.000499764,0.0041431591286118855,1,0,0,,,,
24,0.00384972,0.0030006,0.000499766,0.004880977815806993,1,0,0,,,,
25,0.00320344,-0.000926306,0.000499767,0.00333467699173938,1,0,0,,,,
26,-0.00365203,0.0028943,0.000499768,0.004659860041986239,1,0,0,,,,
27,-0.00066944,-0.00355958,0.000499769,0.0036219828395507346,1,0,0,,,,
28,-0.00494248,-0.00473848,0.000499773,0.006846992132374624,1,0,0,,,,
29,-0.00321218,-0.000686832,0.000499773,0.003284788965614686,1,0,0,,,,
30,-0.00469202,-0.0025964,0.000499779,0.005362494255512075,1,0,0,,,,
31,0.000931569,0.00418099,0.000499779,0.004283514699620045,1,0,0,,,,
32,0.00308232,0.00398002,0.000499782,0.005034009910876219,1,0,0,,,,
33,0.00392208,0.000607063,0.000499783,0.003968782812446279,1,0,0,,,,
34,-0.00125109,0.00338338,0.000499786,0.003607282413743066,1,0,0,,,,
