metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CAL1-y-bulk70-weak17p5_thermo.csv
rows,601
peak_top_force_N,15.688353
peak_top_force_displacement_mm,0.2765
peak_bottom_force_N,15.134936
peak_bottom_force_displacement_mm,0.2765
final_intact_bonds,5076.0
final_broken_bonds,770.0
first_break_displacement_mm,0.10450000000000001
first_break_step,209000.0
