metric,value
source_csv,data/processed/SP-002-weakplane-bulk100-weak25-cd90-0p1ms-0p3mm_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,486.71052457336015
intercept_N,-48.82551661867273
