metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-WB-02-xy30-bulk61p126-weak15p281_thermo.csv
rows,601
peak_top_force_N,15.350923
peak_top_force_displacement_mm,0.263
peak_bottom_force_N,14.994037
peak_bottom_force_displacement_mm,0.263
final_intact_bonds,4962.0
final_broken_bonds,877.0
first_break_displacement_mm,0.104
first_break_step,208000.0
