id,x_mm,y_mm,z_mm,radius_mm
1,0.3566531851562212,0.2655780664232209,-0.10896609353364534,0.042171633265087466
2,0.3232862233027654,0.32273971431848053,-0.030527168414671697,0.042171633265087466
3,0.40628244527830465,0.20305013527413812,-0.057550244230526466,0.042171633265087466
4,0.2964478073271853,0.3156592010511705,-0.14860948728058512,0.042171633265087466
5,0.3563102421555427,0.2831501050096278,0.04975784114341101,0.042171633265087466
6,0.38813901553584607,0.18304187837264113,-0.15953240663839172,0.042171633265087466
7,0.25276577479833506,0.37682419041081205,-0.060990212321249244,0.042171633265087466
8,0.4207299258791209,0.1778653512516164,0.030936381188598146,0.042171633265087466
9,0.3014360247866774,0.2605934515149771,-0.22546438604683125,0.042171633265087466
10,0.28800654920183827,0.3481973788187287,0.07360452695163239,0.042171633265087466
11,0.43168952075190636,0.11211815346258182,-0.10334645966015471,0.042171633265087466
12,0.2144283824384416,0.3726484028542477,-0.1573545361347089,0.042171633265087466
13,0.3819089461440532,0.22170894612440842,0.1208201698835941,0.042171633265087466
14,0.35050906931275433,0.16324033629658524,-0.24515872067385688,0.042171633265087466
15,0.2083899709533065,0.40730589435201475,0.016803030064341352,0.042171633265087466
16,0.4487190306096616,0.09019902679478185,0.011053529805337251,0.042171633265087466
17,0.22472737903218026,0.30488733783352884,-0.25719278708639576,0.042171633265087466
18,0.2999953691436244,0.3076784063210639,0.15793539870234438,0.042171633265087466
19,0.41277294972625056,0.06904231573724096,-0.185629911380378,0.042171633265087466
20,0.15314785186867227,0.4194310584279115,-0.10114413517950899,0.042171633265087466
21,0.4170844072781139,0.13315491395147427,0.1338550689484622,0.042171633265087466
22,0.2810179335746821,0.19053146497672696,-0.3071375835849392,0.042171633265087466
23,0.20058100691916775,0.3955195915267567,0.11374676157569481,0.042171633265087466
24,0.4536925693198089,0.01964772028349186,-0.058170723038395294,0.042171633265087466
25,0.14704548440503076,0.3640250222568535,-0.23552117118030985,0.042171633265087466
26,0.3351814816156785,0.2293737516932319,0.21130042546868627,0.042171633265087466
27,0.36088840062291416,0.06701241799333241,-0.27363426597865903,0.042171633265087466
28,0.11792734076291193,0.44232798820293284,-0.006775436524078483,0.042171633265087466
29,0.4457954734276039,0.04005428891132213,0.09627493546310238,0.042171633265087466
30,0.1957335284953816,0.24774601618209516,-0.331537495128087,0.042171633265087466
31,0.22243048456717102,0.3439351288088189,0.2045485763666722,0.042171633265087466
32,0.4302208892333233,-0.02128898637947707,-0.15512439818861723,0.042171633265087466
33,0.08239018553950805,0.4183709334026312,-0.16668663053086835,0.042171633265087466
34,0.37907236163642993,0.1289839766640005,0.22197768310007646,0.042171633265087466
35,0.2831892698176935,0.10254425035210497,-0.3448120177241566,0.042171633265087466
36,0.11248248322176983,0.4312310291545786,0.10485372596958552,0.042171633265087466
37,0.45580976804235523,-0.03973120729799576,0.016300304014823304,0.042171633265087466
38,0.10868726921607899,0.3189315892965473,-0.3099621464732229,0.042171633265087466
39,0.26552408428519886,0.2582749294812527,0.2690684575588863,0.042171633265087466
40,0.3768428907519665,-0.025369341634644924,-0.25875209290338846,0.042171633265087466
41,0.04111087854290035,0.45179019170868623,-0.061663049944169185,0.042171633265087466
42,0.4179955618921101,0.022963553131539364,0.18536234475543245,0.042171633265087466
43,0.1895143557882609,0.167407451513336,-0.38166198070429835,0.042171633265087466
44,0.13583888385515755,0.38202395655498145,0.21263185941485896,0.042171633265087466
45,0.43887133565772013,-0.09206030479790873,-0.09232369363106364,0.042171633265087466
46,0.032968669798473405,0.38737089836196,-0.24179261217234274,0.042171633265087466
47,0.31875861969267566,0.14916870629565063,0.29282836751390684,0.042171633265087466
48,0.2969706331732528,0.008276891174628128,-0.3483486034022791,0.042171633265087466
49,0.029163917681871876,0.45248404264914194,0.06335984880420865,0.042171633265087466
50,0.4397871069856234,-0.07214748410905661,0.10482773704085652,0.042171633265087466
51,0.09191287076924741,0.24888514988358487,-0.3731152901470787,0.042171633265087466
52,0.18226885747563545,0.2970791503992246,0.29686504573586814,0.042171633265087466
53,0.39148096814344474,-0.10781275274881265,-0.21148492928185736,0.042171633265087466
54,-0.0205580188211978,0.4372230216419834,-0.1342393779617542,0.042171633265087466
55,0.3695438090377466,0.0309790761779,0.2684855367206863,0.042171633265087466
56,0.19842535011443538,0.07415707899075132,-0.4058754999438632,0.042171633265087466
57,0.04750512743798601,0.41428560604513126,0.1889907745845725,0.042171633265087466
58,0.43524199797449187,-0.14174753366255727,-0.008879937325922141,0.042171633265087466
59,0.003065638941651016,0.3314964239082911,-0.31576500151386583,0.042171633265087466
60,0.24216336087335263,0.18477376578713056,0.34179288394365775,0.042171633265087466
61,0.31522953259707553,-0.0839613568169854,-0.32122833892301245,0.042171633265087466
62,-0.044663006483894235,0.4556431755678855,-0.0011514327554795853,0.042171633265087466
63,0.40557519464835445,-0.08027593187039925,0.19665032325283904,0.042171633265087466
64,0.09222959394101725,0.16134972862547714,-0.4184098235714807,0.042171633265087466
65,0.09208113235200097,0.33738934629222045,0.29545948531133515,0.042171633265087466
66,0.3993583045824478,-0.17521347669807674,-0.13935564406066603,0.042171633265087466
67,-0.06555881357515354,0.3992930634137184,-0.21418194335532628,0.042171633265087466
68,0.3035134310655717,0.058141584016281785,0.33779574709880494,0.042171633265087466
69,0.21646194742429217,-0.023892065473698605,-0.40271603880630474,0.042171633265087466
70,-0.03674790144419183,0.4346191247582394,0.1391496371572257,0.042171633265087466
71,0.41665193355709185,-0.16932463249932037,0.0856571566144036,0.042171633265087466
72,-0.009084335479808615,0.2552167243998491,-0.37998514684479373,0.042171633265087466
73,0.15450821473575835,0.22822888025662313,0.36557571470645367,0.042171633265087466
74,0.33203101995101414,-0.1674399982073338,-0.2670693958089825,0.042171633265087466
75,-0.10541340345087494,0.43826204867549146,-0.08013241822647026,0.042171633265087466
76,0.3537448022116915,-0.0671400370622174,0.28277843573839384,0.042171633265087466
77,0.10527482691400145,0.06316740431517798,-0.4410599769163685,0.042171633265087466
78,0.0007995108724926807,0.3721426710404758,0.2666758454760809,0.042171633265087466
79,0.3962058159020201,-0.22394771042685765,-0.04975125955330739,0.042171633265087466
