pebble_id,proxy_atom_id,target_x,target_y,target_z,far_x,far_y,far_z,q1,q2,q3,q4
1,59,-0.00364428,0.000715939,0.000499337,-0.0060750000000000005,-0.0060750000000000005,-0.00135,0.42669090007438304,0.35211334975901243,-0.8178671701356112,-0.15825408914011502
2,85,-0.00456103,-0.00352236,0.000499354,-0.004725,-0.0060750000000000005,-0.00135,-0.3291513995848457,0.724280986234589,-0.3352008345429335,0.5046947687980423
3,112,-0.00318991,-0.00255081,0.000499386,-0.0033750000000000004,-0.0060750000000000005,-0.00135,-0.8907278727416851,-0.23247550973520215,-0.39042591133237287,-0.011251748962555212
4,263,-0.00158145,0.00360901,0.000499389,-0.002025,-0.0060750000000000005,-0.00135,-0.6696851859954268,-0.646791159997394,0.20566421469096283,0.301471686569478
5,152,-0.00164095,0.000231442,0.000499391,-0.000675,-0.0060750000000000005,-0.00135,-0.28638249292616774,-0.7812157953535417,-0.3693541668094847,-0.4138410906326218
6,174,-0.00177636,0.00154033,0.000499393,0.000675,-0.0060750000000000005,-0.00135,0.8279500608566206,0.024931743924029914,0.5601442065839826,0.010750474539548215
7,317,0.00447009,-0.00414435,0.000499409,0.002025,-0.0060750000000000005,-0.00135,-0.4708817931050526,0.2620030518179009,-0.7872419148451124,-0.29979143628742555
8,38,0.0038849,0.00112166,0.000499422,0.0033750000000000004,-0.0060750000000000005,-0.00135,-0.6761924913646155,0.5060915477021075,0.14553776696435666,-0.515222105847205
9,1,0.00428435,-0.00157774,0.000499428,0.004725,-0.0060750000000000005,-0.00135,-0.20094967495993812,0.6542492691453035,0.10831795773081924,-0.721002317603318
10,20,0.00434052,0.0040467,0.000499432,0.0060750000000000005,-0.0060750000000000005,-0.00135,-0.5714574055204996,-0.5693647320260967,-0.38014562202921526,-0.4524925874007786
11,19,0.00196202,0.000253101,0.000499447,-0.0060750000000000005,-0.004725,-0.00135,0.8813515157142047,-0.4451977849924661,0.008952631089253104,0.1579186131608804
12,9,-0.0013523,-0.00267366,0.000499455,-0.004725,-0.004725,-0.00135,-0.17355448453210137,0.46012031493484773,0.7835998899891237,0.37965688337245557
13,72,0.00338486,0.00211245,0.000499458,-0.0033750000000000004,-0.004725,-0.00135,0.20236287923177976,0.17571451985891406,0.4698118970471381,0.8411007395150385
14,51,0.000264157,-0.00126005,0.00049946,-0.002025,-0.004725,-0.00135,0.09057759282110361,-0.024514660270831455,0.08366090242588352,0.9920663206236904
15,53,0.00219887,0.00304859,0.000499469,-0.000675,-0.004725,-0.00135,-0.4810508385855109,-0.8285904333432583,-0.28489798950143164,-0.02934484701357616
16,43,-0.00107787,0.00447447,0.000499471,0.000675,-0.004725,-0.00135,0.015414237303305446,0.6493948380556049,0.647276034133306,-0.3988514525882427
17,283,-0.00385858,-0.00500032,0.00049955,0.002025,-0.004725,-0.00135,0.1556525648861144,0.7312682147999886,-0.3391767497680747,0.5709450144141524
18,237,-0.00499276,0.00448269,0.000499552,0.0033750000000000004,-0.004725,-0.00135,0.25384264592078265,-0.03336673607087495,0.5027294073096954,-0.8256595636592331
19,202,0.000566279,-0.00500017,0.000499554,0.004725,-0.004725,-0.00135,0.06939206933863422,0.46404396821712013,0.24653101460274443,-0.8479801855663562
20,239,-0.00296426,0.00500017,0.000499568,0.0060750000000000005,-0.004725,-0.00135,-0.4336661733124882,0.6704201367038563,-0.07929233813065027,0.5968108708294951
21,392,-0.000638357,-0.0040302,0.00049958,-0.0060750000000000005,-0.0033750000000000004,-0.00135,-0.08159444494843271,0.9627227968482283,-0.23138998908440123,-0.11386762460771188
