pebble_id,rigid_id,insertion_origin_x,insertion_origin_y,insertion_origin_z,rigid_xcm,rigid_ycm,rigid_zcm,q1_w,q2_x,q3_y,q4_z,coordinate_fit_rms_m,insertion_offset_local_x,insertion_offset_local_y,insertion_offset_local_z
1,1,-0.0022965696055246834,0.0023441926947930427,0.0005223382869564751,-0.0023001,0.00235077,0.00050594,-0.39070917614846695,0.438743251634476,0.7737169068032156,-0.23709248605862038,4.019670192731196e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
2,2,2.845052832781667e-05,0.0025101379828052525,0.0005131741893777749,2.83145e-05,0.00250386,0.000496285,-0.06521076674862,0.2910218041814657,0.7916844695819979,-0.533188115034171,2.9811128134647917e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
3,3,-0.0010755834330017041,-0.0001540562397077802,0.0005260033041992721,-0.0010859,-0.000140799,0.000519487,-0.6550334987449761,0.19030704420319736,0.7236310749417033,-0.10522552840101482,2.3160861022095785e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
4,4,0.0024957736220109056,-0.002423260469941251,0.0006152410653666566,0.00250273,-0.00243967,0.000612559,0.2666792182331543,0.9416618623180077,0.13372953209757232,0.15579327284353287,3.955907094621514e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
5,5,0.00016456769418532244,-0.00040666574828282726,0.0004970234412431792,0.000180601,-0.000414433,0.000499728,-0.12433064928381264,0.6389523213220398,0.13996564088864827,0.7461175779302296,4.622512509098136e-10,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
6,6,0.002120057507717015,0.001457904400343339,0.0014221474960439044,0.00212456,0.0014441,0.00141148,0.03334021715971506,0.9887760030231687,0.0345577605142561,0.14147864486737577,4.9169927456058235e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
7,7,0.0009968952714939712,-0.0017235974769463115,0.0005424531103718929,0.000984914,-0.00172633,0.000555632,0.7345174681975459,0.5229571564579749,-0.41021781752813524,-0.13682559557520546,3.5215501068402354e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
8,8,-0.0024644845384426232,-0.00012103515324457217,0.0007027251368447584,-0.00245996,-0.000125687,0.000685914,-0.299752187973882,0.83103144652205,-0.33531788690551384,0.3272572007115519,3.073266365485484e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
9,9,-0.002475582412697664,0.0011566795155921565,0.0006231128193252408,-0.00249187,0.001149,0.000622634,0.37786996213915813,0.7391117856336265,-0.5552625782405033,-0.05110312374143171,3.945772006775434e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
10,10,0.002245249904364656,-0.0009164588094027605,0.0005971076126119338,0.0022312,-0.000925675,0.000590591,0.03974180779761446,0.8967558183257636,-0.3137135695179645,-0.3095696808671109,3.47051540794407e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
11,11,0.0004062298766356229,0.000411133416746579,0.002301856012108822,0.000400199,0.000405138,0.00231774,-0.201027494138844,-0.3180719870520781,0.271765819863876,0.8857547610974016,2.7864206841855634e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
12,12,-0.0024272494419296394,0.0007796979697705399,0.0036597001849005867,-0.00243011,0.000769819,0.0036745,0.6790214249415235,0.6154304408368925,-0.12544416533526517,-0.3800513627722309,4.258124575612613e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
13,13,-0.00047211597884444354,0.0004101688743899469,0.0032756799357386377,-0.000464792,0.000400444,0.00328897,-0.24298763397405512,0.06921988410208761,0.06432477900626403,0.9654159415435295,3.03755247561521e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
14,14,-0.0012183408747791925,0.002482240153363717,0.0005085101345436478,-0.00120715,0.00249213,0.000498424,-0.3555324671043801,0.6554422344494538,0.626420534059664,0.22713312537581468,3.910702437130115e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
15,15,0.0005847113545073345,-0.0020804294350621447,0.0017304233407707448,0.000575378,-0.0020715,0.00174299,0.24571473262626364,-0.23054877938802487,0.5715702581872103,0.7481837811987784,4.118397239878963e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
16,16,0.0002041428692098732,-0.001189481493370996,0.0011084462635769662,0.000211492,-0.00120022,0.00109598,-0.22189804361769955,0.15694712335761352,-0.6687025793388549,0.6920734925526119,3.416218425345006e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
17,17,0.0010054828097329216,0.0015174226489109506,0.0013990229119025359,0.00101913,0.00151076,0.00138933,0.031743698275172184,0.8784922780901465,0.46219023861110803,0.11672119896748193,4.587814003463955e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
18,18,0.001380450000572242,0.001251409993314964,0.0005189419871267552,0.00137644,0.00123657,0.000509541,0.059270622995277196,0.9534531644278492,0.07514552170273558,-0.285949658262248,3.853765998443219e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
19,19,-0.0011401217139574216,0.0006162432419215814,0.002514960012424017,-0.0011315,0.00061791,0.0025307,0.48923404624301997,0.3971867286653546,0.472746048333259,0.6159577293565561,3.807715340627586e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
20,20,0.001986299941845606,0.0003149799041699576,0.003114296869142536,0.00197709,0.000302176,0.00310558,0.17542492348214317,-0.5405199405772233,-0.38816081999803276,0.7255311625823758,4.010409801958784e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
21,21,-0.00024014758773150568,0.0009498445591828673,0.0016888611685597268,-0.000247126,0.000961767,0.00167729,0.7214456918696344,-0.6445879209494345,-0.14931844177342474,0.20427072427341753,3.3396005090468124e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
22,22,-0.0008993789697882362,0.0021117946435973475,0.004581685458151788,-0.000915649,0.00211678,0.00457576,0.6939603476382229,-0.33731589176242055,-0.40561344266546023,0.49001506119652394,4.490173387210543e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
23,23,-0.0017501633986453174,-0.00017051355399493794,0.0027509937966609757,-0.00174428,-0.000187175,0.00275453,-0.1760319402515779,0.03621656220154973,-0.2696799181144746,0.9460305800550722,4.175707636877286e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
