pebble_id,rigid_id,insertion_origin_x,insertion_origin_y,insertion_origin_z,rigid_xcm,rigid_ycm,rigid_zcm,q1_w,q2_x,q3_y,q4_z,coordinate_fit_rms_m,insertion_offset_local_x,insertion_offset_local_y,insertion_offset_local_z
1,1,-0.0024963278324491153,0.002335006912578914,0.0005123755482324537,-0.00249623,0.00233939,0.000494897,-0.273609966842005,0.4796788483282288,0.7984816306407088,-0.239735007957903,4.10032359668978e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
2,2,-0.0005439718749006669,0.0025152449853919506,0.0005080963862238348,-0.000537022,0.00250187,0.000498216,0.156949339960552,0.8171646679524451,0.46151085204404807,-0.30759802272071574,2.8729141584434736e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
3,3,-0.0015288376000210492,-0.0017601533332409728,0.00048710281863979896,-0.00154096,-0.00176847,0.000497519,-0.012578208848060952,-0.4635819468562541,0.192938303847464,0.864701323070344,4.110448225198355e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
4,4,0.002490237298376834,-0.0022441308390240638,0.0005067924089528172,0.00248197,-0.00225703,0.000497308,0.11690852410380295,0.9263219918229815,-0.35311292205350936,0.0597597584985682,4.061080240858384e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
5,5,3.288120974652224e-05,-0.0004062733249297236,0.0004899246052754672,4.80007e-05,-0.000399893,0.000497368,-0.5120647291991823,0.3742396307407694,0.3156149633074121,0.705777306825348,4.5541128377258005e-10,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
6,6,0.002082464434475973,0.0020563678989199224,0.0009620051051203185,0.00207648,0.00205914,0.000945234,-0.25834400673382857,0.7040009917163363,-0.6561896948125262,0.08400037064781497,4.423562085128222e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
7,7,0.0010858804106983226,-0.001803592271024135,0.0004922031258005963,0.00106982,-0.0017987,0.000498749,-0.46860444857617745,-0.4574157704585055,0.6942878139147649,0.2985717923045062,3.675236914245498e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
8,8,-0.0025142510181828154,-0.001550612385174014,0.0004903201840576089,-0.00250097,-0.0015608,0.000497008,0.4843714876127691,0.7602742532363085,0.368388447597841,0.22728236519848902,4.160131480470816e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
9,9,-0.002499106719295455,0.0013763423320867162,0.00048273239328074324,-0.00250372,0.00136916,0.000498599,0.8071506403183292,0.5691041522289872,-0.1183579385617245,0.10305195839408335,4.019669421452657e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
10,10,0.0024920805754517117,-0.0012630633396961955,0.000498676684945066,0.00250323,-0.00127719,0.000497867,-0.4467224701098402,-0.4713189711671685,-0.47251780114028835,0.5958392314395148,3.872152375928161e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
11,11,0.0009219496522108423,0.0003505159594823593,0.0004893105090795018,0.000906285,0.000350781,0.000498214,0.7231688997109789,0.43365453446062086,-0.5374386782051658,0.011408523201484529,1.7645968376936861e-09,9.261202893993213e-07,1.1785267655754519e-05,1.277708967471824e-05
