xlo,xhi,ylo,yhi,zlo,zhi,npebbles,nspheres
-0.0032728765726237037,0.00349931171457372,-0.0035011260252777125,0.003501844478444693,-4.5428217927862035e-06,0.00169553085944347,20,500
